id_venda|cod_cliente|Des_Cliente|cod_produto|nom_produto|cod_marca|des_marca|Ano_venda|Mes_venda|Dia_venda|dtc_venda|qtd_venda|val_venda|num_nota
3980|1|João Do Pulo|1|TV|3|DELL|2015|1|19|19/01/2015|3|25.15|676.0
4169|1|João Do Pulo|1|TV|3|DELL|2015|1|27|27/01/2015|2|25.15|551.0
4181|1|João Do Pulo|1|TV|3|DELL|2014|10|5|05/10/2014|1|25.15|1334.0
4335|1|João Do Pulo|1|TV|3|DELL|2014|9|17|17/09/2014|2|25.15|1401.0
4407|1|João Do Pulo|1|TV|3|DELL|2015|12|20|20/12/2015|1|25.15|1177.0
4563|1|João Do Pulo|1|TV|3|DELL|2014|10|17|17/10/2014|3|25.15|436.0
4689|1|João Do Pulo|1|TV|3|DELL|2014|1|19|19/01/2014|2|25.15|663.0
4760|1|João Do Pulo|1|TV|3|DELL|2014|2|26|26/02/2014|2|25.15|857.0
4804|1|João Do Pulo|1|TV|3|DELL|2015|3|12|12/03/2015|3|25.15|1243.0
4871|1|João Do Pulo|1|TV|3|DELL|2014|9|14|14/09/2014|1|25.15|1067.0
4911|1|João Do Pulo|1|TV|3|DELL|2015|4|21|21/04/2015|3|25.15|347.0
5196|1|João Do Pulo|1|TV|3|DELL|2015|3|3|03/03/2015|2|25.15|60.0
5451|1|João Do Pulo|1|TV|3|DELL|2014|1|5|05/01/2014|2|25.15|1323.0
5570|1|João Do Pulo|1|TV|3|DELL|2015|5|10|10/05/2015|3|25.15|764.0
5590|1|João Do Pulo|1|TV|3|DELL|2014|2|2|02/02/2014|1|25.15|1286.0
6031|1|João Do Pulo|1|TV|3|DELL|2014|10|12|12/10/2014|3|25.15|229.0
6240|1|João Do Pulo|1|TV|3|DELL|2014|12|3|03/12/2014|2|25.15|548.0
6314|1|João Do Pulo|1|TV|3|DELL|2014|3|7|07/03/2014|1|25.15|1108.0
6347|1|João Do Pulo|1|TV|3|DELL|2014|1|21|21/01/2014|1|25.15|1047.0
6412|1|João Do Pulo|1|TV|3|DELL|2015|8|1|01/08/2015|2|25.15|283.0
6617|1|João Do Pulo|1|TV|3|DELL|2014|7|5|05/07/2014|3|25.15|691.0
6812|1|João Do Pulo|1|TV|3|DELL|2014|3|24|24/03/2014|3|25.15|190.0
6882|1|João Do Pulo|1|TV|3|DELL|2015|12|26|26/12/2015|3|25.15|1440.0
6913|1|João Do Pulo|1|TV|3|DELL|2014|4|25|25/04/2014|3|25.15|930.0
6967|1|João Do Pulo|1|TV|3|DELL|2015|8|6|06/08/2015|2|25.15|910.0
7342|1|João Do Pulo|1|TV|3|DELL|2014|1|5|05/01/2014|1|25.15|39.0
7498|1|João Do Pulo|1|TV|3|DELL|2015|2|19|19/02/2015|2|25.15|1264.0
7623|1|João Do Pulo|1|TV|3|DELL|2015|4|6|06/04/2015|2|25.15|830.0
7708|1|João Do Pulo|1|TV|3|DELL|2015|12|15|15/12/2015|1|25.15|161.0
8512|1|João Do Pulo|1|TV|3|DELL|2015|12|25|25/12/2015|3|25.15|1282.0
8599|1|João Do Pulo|1|TV|3|DELL|2015|1|3|03/01/2015|1|25.15|1205.0
8853|1|João Do Pulo|1|TV|3|DELL|2014|6|9|09/06/2014|1|25.15|658.0
8931|1|João Do Pulo|1|TV|3|DELL|2014|8|18|18/08/2014|1|25.15|916.0
9214|1|João Do Pulo|1|TV|3|DELL|2015|12|2|02/12/2015|1|25.15|13.0
9312|1|João Do Pulo|1|TV|3|DELL|2015|6|3|03/06/2015|1|25.15|66.0
9375|1|João Do Pulo|1|TV|3|DELL|2014|4|11|11/04/2014|2|25.15|1143.0
9561|1|João Do Pulo|1|TV|3|DELL|2014|4|27|27/04/2014|2|25.15|523.0
9590|1|João Do Pulo|1|TV|3|DELL|2015|9|14|14/09/2015|2|25.15|623.0
9625|1|João Do Pulo|1|TV|3|DELL|2014|12|10|10/12/2014|2|25.15|761.0
9890|1|João Do Pulo|1|TV|3|DELL|2015|11|20|20/11/2015|2|25.15|250.0
9913|1|João Do Pulo|1|TV|3|DELL|2015|10|25|25/10/2015|1|25.15|419.0
9977|1|João Do Pulo|1|TV|3|DELL|2015|12|16|16/12/2015|3|25.15|629.0
9989|1|João Do Pulo|1|TV|3|DELL|2014|9|9|09/09/2014|3|25.15|143.0
9993|1|João Do Pulo|1|TV|3|DELL|2015|1|25|25/01/2015|1|25.15|1193.0
10050|1|João Do Pulo|1|TV|3|DELL|2015|2|21|21/02/2015|1|25.15|886.0
10064|1|João Do Pulo|1|TV|3|DELL|2015|10|27|27/10/2015|1|25.15|654.0
10098|1|João Do Pulo|1|TV|3|DELL|2015|5|11|11/05/2015|1|25.15|611.0
10217|1|João Do Pulo|1|TV|3|DELL|2014|3|26|26/03/2014|3|25.15|375.0
10389|1|João Do Pulo|1|TV|3|DELL|2014|1|24|24/01/2014|1|25.15|375.0
346|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|26|26/08/2015|1|1300.0|1191.0
589|1|João Do Pulo|4|MONITOR|4|IBM|2015|5|24|24/05/2015|3|1300.0|118.0
677|1|João Do Pulo|4|MONITOR|4|IBM|2014|12|16|16/12/2014|3|1300.0|513.0
856|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|27|27/03/2015|2|1300.0|545.0
1101|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|22|22/09/2015|3|1300.0|638.0
1231|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|22|22/02/2015|2|1300.0|1429.0
1232|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|11|11/10/2015|1|1300.0|1368.0
1255|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|2|02/02/2015|2|1300.0|621.0
1988|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|12|12/07/2014|3|1300.0|322.0
2128|1|João Do Pulo|4|MONITOR|4|IBM|2014|10|7|07/10/2014|1|1300.0|643.0
2563|1|João Do Pulo|4|MONITOR|4|IBM|2015|11|5|05/11/2015|2|1300.0|872.0
2618|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|15|15/09/2015|3|1300.0|1102.0
2734|1|João Do Pulo|4|MONITOR|4|IBM|2014|12|1|01/12/2014|3|1300.0|1252.0
2791|1|João Do Pulo|4|MONITOR|4|IBM|2014|3|16|16/03/2014|3|1300.0|1202.0
2821|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|21|21/10/2015|1|1300.0|1135.0
2843|1|João Do Pulo|4|MONITOR|4|IBM|2014|12|15|15/12/2014|3|1300.0|1318.0
2971|1|João Do Pulo|4|MONITOR|4|IBM|2014|11|8|08/11/2014|1|1300.0|1288.0
3186|1|João Do Pulo|4|MONITOR|4|IBM|2015|1|11|11/01/2015|2|1300.0|635.0
3194|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|23|23/09/2015|2|1300.0|1455.0
3302|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|17|17/07/2014|3|1300.0|957.0
3314|1|João Do Pulo|4|MONITOR|4|IBM|2014|3|15|15/03/2014|1|1300.0|883.0
3380|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|3|03/03/2015|1|1300.0|457.0
3431|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|18|18/09/2015|1|1300.0|708.0
3885|1|João Do Pulo|4|MONITOR|4|IBM|2014|9|19|19/09/2014|1|1300.0|79.0
3962|1|João Do Pulo|4|MONITOR|4|IBM|2014|2|19|19/02/2014|2|1300.0|776.0
3998|1|João Do Pulo|4|MONITOR|4|IBM|2014|11|8|08/11/2014|2|1300.0|1020.0
4084|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|19|19/07/2014|1|1300.0|1494.0
4092|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|16|16/08/2015|2|1300.0|448.0
4203|1|João Do Pulo|4|MONITOR|4|IBM|2015|4|9|09/04/2015|3|1300.0|909.0
4330|1|João Do Pulo|4|MONITOR|4|IBM|2015|1|4|04/01/2015|1|1300.0|921.0
4332|1|João Do Pulo|4|MONITOR|4|IBM|2014|2|15|15/02/2014|2|1300.0|1275.0
4433|1|João Do Pulo|4|MONITOR|4|IBM|2014|9|13|13/09/2014|3|1300.0|45.0
4551|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|8|08/08/2015|1|1300.0|1281.0
4865|1|João Do Pulo|4|MONITOR|4|IBM|2014|8|19|19/08/2014|1|1300.0|425.0
4898|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|13|13/08/2015|3|1300.0|105.0
5280|1|João Do Pulo|4|MONITOR|4|IBM|2015|7|12|12/07/2015|2|1300.0|1406.0
5347|1|João Do Pulo|4|MONITOR|4|IBM|2015|7|9|09/07/2015|3|1300.0|987.0
5353|1|João Do Pulo|4|MONITOR|4|IBM|2014|8|18|18/08/2014|3|1300.0|1253.0
5508|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|27|27/07/2014|1|1300.0|914.0
5607|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|26|26/03/2015|2|1300.0|197.0
5621|1|João Do Pulo|4|MONITOR|4|IBM|2014|1|1|01/01/2014|1|1300.0|240.0
5704|1|João Do Pulo|4|MONITOR|4|IBM|2014|3|15|15/03/2014|1|1300.0|65.0
5894|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|23|23/09/2015|2|1300.0|629.0
6063|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|3|03/02/2015|1|1300.0|1002.0
6301|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|26|26/10/2015|2|1300.0|136.0
6360|1|João Do Pulo|4|MONITOR|4|IBM|2014|3|15|15/03/2014|3|1300.0|946.0
6532|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|2|02/10/2015|2|1300.0|10.0
6601|1|João Do Pulo|4|MONITOR|4|IBM|2015|1|22|22/01/2015|1|1300.0|554.0
6763|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|6|06/02/2015|1|1300.0|903.0
6865|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|25|25/02/2015|3|1300.0|1089.0
7293|1|João Do Pulo|4|MONITOR|4|IBM|2014|2|2|02/02/2014|1|1300.0|881.0
7391|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|14|14/09/2015|3|1300.0|69.0
7568|1|João Do Pulo|4|MONITOR|4|IBM|2014|8|6|06/08/2014|1|1300.0|1391.0
7671|1|João Do Pulo|4|MONITOR|4|IBM|2015|12|3|03/12/2015|2|1300.0|857.0
7732|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|25|25/10/2015|3|1300.0|148.0
7901|1|João Do Pulo|4|MONITOR|4|IBM|2014|11|17|17/11/2014|2|1300.0|1270.0
7906|1|João Do Pulo|4|MONITOR|4|IBM|2015|6|25|25/06/2015|2|1300.0|57.0
7951|1|João Do Pulo|4|MONITOR|4|IBM|2014|8|9|09/08/2014|2|1300.0|260.0
8069|1|João Do Pulo|4|MONITOR|4|IBM|2014|10|26|26/10/2014|3|1300.0|575.0
8124|1|João Do Pulo|4|MONITOR|4|IBM|2015|5|13|13/05/2015|2|1300.0|772.0
8211|1|João Do Pulo|4|MONITOR|4|IBM|2015|6|3|03/06/2015|3|1300.0|1391.0
8240|1|João Do Pulo|4|MONITOR|4|IBM|2014|10|11|11/10/2014|3|1300.0|1455.0
8656|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|14|14/07/2014|2|1300.0|825.0
8787|1|João Do Pulo|4|MONITOR|4|IBM|2014|10|5|05/10/2014|3|1300.0|1029.0
8883|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|23|23/08/2015|1|1300.0|264.0
9122|1|João Do Pulo|4|MONITOR|4|IBM|2015|7|8|08/07/2015|2|1300.0|965.0
9150|1|João Do Pulo|4|MONITOR|4|IBM|2014|3|2|02/03/2014|2|1300.0|1224.0
9171|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|13|13/03/2015|1|1300.0|811.0
9280|1|João Do Pulo|4|MONITOR|4|IBM|2015|9|14|14/09/2015|2|1300.0|192.0
9316|1|João Do Pulo|4|MONITOR|4|IBM|2014|7|3|03/07/2014|3|1300.0|996.0
9326|1|João Do Pulo|4|MONITOR|4|IBM|2015|2|9|09/02/2015|2|1300.0|259.0
9623|1|João Do Pulo|4|MONITOR|4|IBM|2015|10|22|22/10/2015|2|1300.0|323.0
9677|1|João Do Pulo|4|MONITOR|4|IBM|2015|12|25|25/12/2015|3|1300.0|671.0
9931|1|João Do Pulo|4|MONITOR|4|IBM|2015|1|19|19/01/2015|3|1300.0|903.0
10154|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|9|09/03/2015|1|1300.0|244.0
10180|1|João Do Pulo|4|MONITOR|4|IBM|2014|8|7|07/08/2014|3|1300.0|854.0
10183|1|João Do Pulo|4|MONITOR|4|IBM|2015|8|1|01/08/2015|2|1300.0|378.0
10220|1|João Do Pulo|4|MONITOR|4|IBM|2014|4|21|21/04/2014|1|1300.0|1373.0
10387|1|João Do Pulo|4|MONITOR|4|IBM|2014|9|2|02/09/2014|2|1300.0|937.0
10455|1|João Do Pulo|4|MONITOR|4|IBM|2015|3|22|22/03/2015|1|1300.0|251.0
49|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|12|15|15/12/2014|2|2125.99|1304.0
441|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|2|27|27/02/2014|2|2125.99|813.0
544|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|3|19|19/03/2015|2|2125.99|989.0
690|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|1|7|07/01/2014|3|2125.99|755.0
829|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|9|09/08/2014|3|2125.99|451.0
868|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|11|25|25/11/2015|3|2125.99|814.0
956|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|1|21|21/01/2015|1|2125.99|1207.0
1018|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|5|27|27/05/2014|2|2125.99|1451.0
1136|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|23|23/09/2014|3|2125.99|989.0
1157|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|11|1|01/11/2014|2|2125.99|1409.0
1189|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|6|14|14/06/2014|2|2125.99|1181.0
1196|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|11|11|11/11/2014|3|2125.99|1111.0
1318|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|4|4|04/04/2014|3|2125.99|397.0
1625|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|10|14|14/10/2014|2|2125.99|97.0
1697|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|7|7|07/07/2015|3|2125.99|1231.0
1802|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|6|15|15/06/2015|2|2125.99|831.0
1974|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|5|18|18/05/2014|3|2125.99|1052.0
1993|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|3|22|22/03/2014|3|2125.99|1278.0
2069|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|7|4|04/07/2014|2|2125.99|913.0
2594|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|20|20/09/2014|2|2125.99|128.0
2597|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|1|4|04/01/2014|1|2125.99|1223.0
2673|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|9|09/09/2014|1|2125.99|43.0
2774|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|2|16|16/02/2015|3|2125.99|1364.0
2818|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|10|18|18/10/2015|2|2125.99|765.0
2963|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|10|10/08/2014|3|2125.99|1196.0
3177|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|8|08/08/2014|1|2125.99|1131.0
3197|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|6|14|14/06/2014|1|2125.99|543.0
3229|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|1|1|01/01/2014|1|2125.99|1080.0
3354|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|12|17|17/12/2015|2|2125.99|336.0
3383|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|5|11|11/05/2014|1|2125.99|1341.0
3421|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|3|11|11/03/2014|1|2125.99|109.0
3452|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|11|17|17/11/2014|1|2125.99|159.0
3694|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|7|6|06/07/2015|1|2125.99|379.0
3896|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|10|17|17/10/2014|2|2125.99|1342.0
3969|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|3|5|05/03/2015|3|2125.99|218.0
3987|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|9|27|27/09/2015|2|2125.99|864.0
4215|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|3|12|12/03/2015|3|2125.99|233.0
4382|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|2|12|12/02/2015|3|2125.99|1145.0
4470|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|1|5|05/01/2014|3|2125.99|1318.0
4504|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|11|13|13/11/2014|3|2125.99|756.0
4517|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|12|3|03/12/2014|3|2125.99|447.0
4887|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|7|5|05/07/2014|1|2125.99|1094.0
4987|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|11|12|12/11/2015|2|2125.99|465.0
5029|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|9|18|18/09/2015|1|2125.99|1379.0
5098|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|5|16|16/05/2015|1|2125.99|1306.0
5137|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|6|24|24/06/2014|3|2125.99|957.0
5138|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|3|12|12/03/2014|3|2125.99|1256.0
5241|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|5|12|12/05/2015|2|2125.99|448.0
5247|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|5|5|05/05/2015|1|2125.99|268.0
5586|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|11|16|16/11/2015|2|2125.99|336.0
5624|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|3|25|25/03/2015|1|2125.99|1110.0
5971|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|12|7|07/12/2015|2|2125.99|933.0
6008|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|11|12|12/11/2015|2|2125.99|511.0
6094|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|4|8|08/04/2015|1|2125.99|377.0
6149|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|2|20|20/02/2014|2|2125.99|470.0
6216|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|25|25/09/2014|3|2125.99|1105.0
6312|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|6|12|12/06/2014|2|2125.99|472.0
6410|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|5|25|25/05/2015|3|2125.99|832.0
7009|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|6|9|09/06/2014|1|2125.99|1394.0
7084|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|8|08/09/2014|2|2125.99|452.0
7107|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|7|12|12/07/2015|2|2125.99|382.0
7523|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|17|17/08/2014|1|2125.99|1381.0
7684|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|2|5|05/02/2014|2|2125.99|881.0
7753|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|9|24|24/09/2015|3|2125.99|992.0
7981|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|1|01/08/2014|2|2125.99|1096.0
8270|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|6|25|25/06/2015|3|2125.99|200.0
8288|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|3|2|02/03/2015|1|2125.99|773.0
8532|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|5|22|22/05/2014|1|2125.99|1441.0
8606|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|10|14|14/10/2015|1|2125.99|151.0
8766|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|3|23|23/03/2014|3|2125.99|1462.0
8796|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|1|11|11/01/2015|1|2125.99|77.0
8962|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|9|24|24/09/2015|1|2125.99|1148.0
9265|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|7|21|21/07/2014|3|2125.99|934.0
9317|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|2|11|11/02/2015|1|2125.99|1205.0
9322|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|3|1|01/03/2014|2|2125.99|473.0
9469|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|25|25/09/2014|3|2125.99|733.0
9522|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|4|6|06/04/2014|1|2125.99|694.0
9639|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|6|13|13/06/2015|2|2125.99|1418.0
9934|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|6|18|18/06/2015|1|2125.99|1329.0
10161|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|5|15|15/05/2015|1|2125.99|1301.0
10182|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|9|17|17/09/2014|3|2125.99|426.0
10464|1|João Do Pulo|5|COMPUTADOR|4|IBM|2014|8|6|06/08/2014|1|2125.99|342.0
10537|1|João Do Pulo|5|COMPUTADOR|4|IBM|2015|4|28|28/04/2015|1|2125.99|1081.0
253|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|8|22|22/08/2014|2|550.0|875.0
260|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|3|19|19/03/2015|1|550.0|708.0
400|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|5|5|05/05/2015|2|550.0|1303.0
458|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|2|9|09/02/2015|1|550.0|180.0
478|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|1|24|24/01/2014|2|550.0|610.0
664|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|1|13|13/01/2015|3|550.0|530.0
894|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|10|17|17/10/2015|3|550.0|1456.0
954|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|3|13|13/03/2014|1|550.0|707.0
989|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|7|24|24/07/2015|2|550.0|1297.0
1404|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|13|13/05/2014|3|550.0|1180.0
1428|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|8|9|09/08/2015|2|550.0|161.0
1555|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|3|13|13/03/2014|2|550.0|1301.0
1594|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|10|28|28/10/2014|1|550.0|914.0
1689|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|2|3|03/02/2015|2|550.0|1291.0
1980|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|9|5|05/09/2014|2|550.0|1245.0
2083|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2014|5|11|11/05/2014|2|550.0|432.0
2117|1|João Do Pulo|6|NOTEBOOK |5|SAMSUNG|2015|10|3|03/10/2015|1|550.0|330.0
